"ID","Title","Expected Result","Priority","Section","Section Depth","Section Description","Section Hierarchy","Steps","Steps","Steps (Additional Info)","Steps (Expected Result)","Steps (References)","Steps (Step)","Type"
"C407464","Delete selected items from cart > check summary","","Medium","Subtotal by Vendor. Order summary","3","","Multi-step checkout > Cart > Default Selected for checkout = ON > Select/Unselect > Subtotal by Vendor. Order summary","","Step Description:
Add products to the cart

Unselect all items

Select one in the Vendor section

Pay attention to subtotal and total in the Order Summary
Expected Result:
The subtotal is calculated for the selected item in the """"Vendor"""" section.","","The subtotal is calculated for the selected item in the ""Vendor"" section.","","Add products to the cart

Unselect all items

Select one in the Vendor section

Pay attention to subtotal and total in the Order Summary","Other"
"","","","","","","","","","
Step Description:
Delete selected item
Pay attention to subtotal and total in the Order Summary

Expected Result:
! Proceed to checkout is disabled

1. The product is no longer displayed in the cart
2. The subtotal is 0 under the Vendor section
3. Total, subtotal, discount, and Tax are 0 in the Order Summary

","","! Proceed to checkout is disabled

1. The product is no longer displayed in the cart
2. The subtotal is 0 under the Vendor section
3. Total, subtotal, discount, and Tax are 0 in the Order Summary

","","Delete selected item
Pay attention to subtotal and total in the Order Summary
",""
"C407494","Static discounts > select item with discount","","Medium","Marketing for selected items","2","","Multi-step checkout > Cart > Default Selected for checkout = ON > Marketing for selected items","","Step Description:
Add products with discounts to the cart

Unselect all line items

Select Product1

Pay attention to the Order summary block

Uncollapse discount

Expected Result:
The line item discount is calculated only for the selected item


 ![](index.php?/attachments/get/48facbc7-2385-4ccd-84ea-616cd3925d9e) 


","","The line item discount is calculated only for the selected item


 ![](index.php?/attachments/get/48facbc7-2385-4ccd-84ea-616cd3925d9e) 


","","Add products with discounts to the cart

Unselect all line items

Select Product1

Pay attention to the Order summary block

Uncollapse discount
","Other"
"","","","","","","","","","
Step Description:
Unselect all items


Expected Result:
All products unselected
The subtotal = 0, total = 0, discount = 0


","","All products unselected
The subtotal = 0, total = 0, discount = 0


","","Unselect all items

",""
"C407495","Dynamic discounts > select item with discount","","Medium","Marketing for selected items","2","","Multi-step checkout > Cart > Default Selected for checkout = ON > Marketing for selected items","","Step Description:
Add Product1 and Product2 without discount to the cart
Select only Product1
Pay attention to the price and total of the line item
Check Order Summary
Expected Result:
The line-item discount is calculated only for the selected item


 ![](index.php?/attachments/get/82f3bc64-bb8f-4b82-bfd9-e07286f283f6) 




  
","","The line-item discount is calculated only for the selected item


 ![](index.php?/attachments/get/82f3bc64-bb8f-4b82-bfd9-e07286f283f6) 




  
","","Add Product1 and Product2 without discount to the cart
Select only Product1
Pay attention to the price and total of the line item
Check Order Summary","Other"
"","","","","","","","","","
Step Description:
Unselect Product1
Select another product2 without a discount
Expected Result:
The subtotal, total is recalculated
Discount is 0","","The subtotal, total is recalculated
Discount is 0","","Unselect Product1
Select another product2 without a discount",""
"C407496","Static+dynamic discounts > select item","","Medium","Marketing for selected items","2","","Multi-step checkout > Cart > Default Selected for checkout = ON > Marketing for selected items","","Step Description:
Put product1 to cart
Pay attention to the price and total of the line item
Check Order Summary
Expected Result:
The line item discount is calculated only for the selected item
Static + dynamic discounts were calculated


","","The line item discount is calculated only for the selected item
Static + dynamic discounts were calculated


","","Put product1 to cart
Pay attention to the price and total of the line item
Check Order Summary","Other"
"C407497","select item > apply coupon > create an order","","Medium","Marketing for selected items","2","","Multi-step checkout > Cart > Default Selected for checkout = ON > Marketing for selected items","","","","","","","Other"
"C407498","Add items with promotion for specific product > select another product > create an order","","Medium","Marketing for selected items","2","","Multi-step checkout > Cart > Default Selected for checkout = ON > Marketing for selected items","","","","","","","Other"
"C407499","select item with gift > create an order","","Medium","Marketing for selected items","2","","Multi-step checkout > Cart > Default Selected for checkout = ON > Marketing for selected items","","","","","","","Other"
"C407456","Select one item >  out of stock product > Check Proceed to Checkout","","Medium","Unavailable products","2","","Multi-step checkout > Cart > Default Selected for checkout = ON > Unavailable products","","Step Description:
1. Product1 was added to the cart

2. Go to admin &gt; Catalog &gt; Find Product1
Set InStock = 0 in FFC
Save and re-build the index

3. Return the cart
Check product
Expected Result:
1. The product is added to the cart and selected by default
2. -
3. The Product is out-of-stock. An alert is shown under the line item. The product is still selected, but the button Proceed to checkout is disabled 

","","1. The product is added to the cart and selected by default
2. -
3. The Product is out-of-stock. An alert is shown under the line item. The product is still selected, but the button Proceed to checkout is disabled 

","","1. Product1 was added to the cart

2. Go to admin &gt; Catalog &gt; Find Product1
Set InStock = 0 in FFC
Save and re-build the index

3. Return the cart
Check product","Other"
"C407457","Select one item >  isBuyable = false > Check Proceed to Checkout button","User sees the error in cart:

The product is not longer available for purchase.","Medium","Unavailable products","2","","Multi-step checkout > Cart > Default Selected for checkout = ON > Unavailable products","Switch off the toggle Can be purchased  for product in admin site","","","","","","Other"
