"ID","Title","Attachments","Expected Result","Priority","Section","Section Depth","Section Description","Section Hierarchy","Steps","Steps","Steps (Additional Info)","Steps (Expected Result)","Steps (References)","Steps (Step)","Type"
"C389460","MOBILE > Error pages > 404","","","Medium","MOBILE > error pages","1","","Error pages > MOBILE > error pages","","Step Description:
1. Check the page
Expected Result:
1.Header element: 
- Logo
- Hamburger menu
2.Footer ?????
3.Error message: 
- 404 Page Not Found
- The page you requested does not exist. 
- Click here to continue shopping.
- We suggest you back to Home.
4.Button Home page","","1.Header element: 
- Logo
- Hamburger menu
2.Footer ?????
3.Error message: 
- 404 Page Not Found
- The page you requested does not exist. 
- Click here to continue shopping.
- We suggest you back to Home.
4.Button Home page","","1. Check the page","Other"
"","","","","","","","","","","
Step Description:
1. Click the Button Home page
Expected Result:
1. New page opens: HAS TO BE CHECK
- for anonymous - Main page
- for Logged i User- Dashboard page","","1. New page opens: HAS TO BE CHECK
- for anonymous - Main page
- for Logged i User- Dashboard page","","1. Click the Button Home page",""
"C389461","MOBILE > Error pages > 500","","","Medium","MOBILE > error pages","1","","Error pages > MOBILE > error pages","","Step Description:
1. Check the page
Expected Result:
1. Shows error page without interactive elements except Home page button
2. Error page contain the next elements:
-- Error message '500 Internal server error'
-- Text 'We suggest you back to the Home page'
-- 'Home page' button","","1. Shows error page without interactive elements except Home page button
2. Error page contain the next elements:
-- Error message '500 Internal server error'
-- Text 'We suggest you back to the Home page'
-- 'Home page' button","","1. Check the page","Other"
"","","","","","","","","","","
Step Description:
1. Tap on the 'Home page' button
Expected Result:
1. Opens home page
-- Main page with sign in form (for anonymous user)
-- Dashboard account page (for Logged in User)","","1. Opens home page
-- Main page with sign in form (for anonymous user)
-- Dashboard account page (for Logged in User)","","1. Tap on the 'Home page' button",""
"C390071","Catalog  page > general view","","","Medium","Catalog page","0","","Catalog page","","Step Description:
1. Check the page
Expected Result:
1. Next elements are presented:
Top section: 
- Breadcrumbs
- Category_1 name title
- Amount of items presented on the page
- Buttons View:  Grid; List
- Sort by drop-down menu
Filters section:
- search
- checkbox Show in stock
- checkbox Available at branches
- filters
Main section:
- Relegated products to the Category_1 
Bottom section:
- pagination
- buttons View:  Grid; List


","","1. Next elements are presented:
Top section: 
- Breadcrumbs
- Category_1 name title
- Amount of items presented on the page
- Buttons View:  Grid; List
- Sort by drop-down menu
Filters section:
- search
- checkbox Show in stock
- checkbox Available at branches
- filters
Main section:
- Relegated products to the Category_1 
Bottom section:
- pagination
- buttons View:  Grid; List


","","1. Check the page","Other"
"","","","","","","","","","","
Step Description:
1. Check the breadcrumbs
Expected Result:
1. The breadcrumbs way should be as: Home/Catalog_1/Category_1","","1. The breadcrumbs way should be as: Home/Catalog_1/Category_1","","1. Check the breadcrumbs",""
"","","","","","","","","","","
Step Description:
1. Scroll the page
Expected Result:
1. Infinity scrolling are shown","","1. Infinity scrolling are shown","","1. Scroll the page",""
"","","","","","","","","","","
Step Description:
1. Scroll till end of the products
Expected Result:
1. Notification that you have reached the end of the list shown","","1. Notification that you have reached the end of the list shown","","1. Scroll till end of the products",""
"C390072","Catalog > Empty category page","","","Medium","Catalog page","0","","Catalog page","","Step Description:
1. Open the Empty category from menu (or add to URL path /c/empty-category)
2. Check the empty category page  
Expected Result:
1. Opens the Empty category page
2. Next elements of the empty category are presented:
-- Filter blocks
-- Title of the category name
-- Text '0 results'
-- Grid/list view buttons
-- 'Sort by' dropdown
-- Text 'There are no products in this category' ","","1. Opens the Empty category page
2. Next elements of the empty category are presented:
-- Filter blocks
-- Title of the category name
-- Text '0 results'
-- Grid/list view buttons
-- 'Sort by' dropdown
-- Text 'There are no products in this category' ","","1. Open the Empty category from menu (or add to URL path /c/empty-category)
2. Check the empty category page  ","Other"
"","","","","","","","","","","
Step Description:
1. Switch view mode Grid - List
Expected Result:
1. Nothing changes on the empty category page","","1. Nothing changes on the empty category page","","1. Switch view mode Grid - List",""
"C390073","Catalog > Empty category > Filters","","","Medium","Catalog page","0","","Catalog page","","Step Description:
1. Enter any query in the field of 'Filter results' block
2. Click 'Go' button
Expected Result:
1. Shows empty category page with next elements:
-- Text 'There are no results found'
-- 'Reset search' button ","","1. Shows empty category page with next elements:
-- Text 'There are no results found'
-- 'Reset search' button ","","1. Enter any query in the field of 'Filter results' block
2. Click 'Go' button","Other"
"","","","","","","","","","","
Step Description:
1. Click on the 'Reset search' button
Expected Result:
1. The field of the 'Filtration results' block has been cleared
2. Shows empty category page with text 'There are no products in this category'","","1. The field of the 'Filtration results' block has been cleared
2. Shows empty category page with text 'There are no products in this category'","","1. Click on the 'Reset search' button",""
"","","","","","","","","","","
Step Description:
1. Fill the checkbox of the 'In stock' filter block
Expected Result:
1. Filters chips appears under the view mode buttons
2. Text output 'There are no results found'
3. 'Reset search' button under text","","1. Filters chips appears under the view mode buttons
2. Text output 'There are no results found'
3. 'Reset search' button under text","","1. Fill the checkbox of the 'In stock' filter block",""
"","","","","","","","","","","
Step Description:
1. Reset filters by chips in the filters block
Expected Result:
1. Filters block with chips clear
2. Text output 'There are no products in this category'
3. 'Reset search' button disappear","","1. Filters block with chips clear
2. Text output 'There are no products in this category'
3. 'Reset search' button disappear","","1. Reset filters by chips in the filters block",""
"","","","","","","","","","","
Step Description:
1. Fill the checkbox of the 'In stock' filter block
2. Click on the 'Reset search' button 
Expected Result:
1. Filters block with chips clear
2. Text output 'There are no products in this category'
3. 'Reset search' button disappear","","1. Filters block with chips clear
2. Text output 'There are no products in this category'
3. 'Reset search' button disappear","","1. Fill the checkbox of the 'In stock' filter block
2. Click on the 'Reset search' button ",""
"","","","","","","","","","","
Step Description:
1. Go to the any not empty category
2. Enter not relevant query in the field of 'Filter results' block
2. Click on the 'Go' button
Expected Result:
1. Shows empty category page with next elements:
-- Text 'There are no results found'
-- 'Reset search' button","","1. Shows empty category page with next elements:
-- Text 'There are no results found'
-- 'Reset search' button","","1. Go to the any not empty category
2. Enter not relevant query in the field of 'Filter results' block
2. Click on the 'Go' button",""
"","","","","","","","","","","
Step Description:
1. Fill the checkbox of the 'In stock' filter block
Expected Result:
1. Nothing changes on the empty category page","","1. Nothing changes on the empty category page","","1. Fill the checkbox of the 'In stock' filter block",""
"","","","","","","","","","","
Step Description:
1. Click on the 'Reset search button'
2. Check the page 
Expected Result:
1. Filters are reset
2. Shows the category page with products belong this category","","1. Filters are reset
2. Shows the category page with products belong this category","","1. Click on the 'Reset search button'
2. Check the page ",""
"C390074","Product listing","","1. Products assigned to Category_1 shown

","Medium","Catalog page","0","","Catalog page","1. Open any Catalog_1
2. Check list of products","","","","","","Other"
"C390075","MOBILE > Catalog page > breadcrumbs","","","Medium","Catalog page","0","","Catalog page","","Step Description:
1. Open Category_1
3. Check the breadcrumbs
Expected Result:
1. The breadcrumbs way should be as:
Home/Catalog_1","","1. The breadcrumbs way should be as:
Home/Catalog_1","","1. Open Category_1
3. Check the breadcrumbs","Other"
"C390076","MOBILE > Catalog page > general view","","","Medium","Catalog page","0","","Catalog page","","Step Description:
1. Open any Category
3. Check the page.
Expected Result:
1. Next elements are presented:
Top section: 
- breadcrumbs to a Category_1
- title of the Category_1
- amount of items presented on the page
- Sorting drop-down menu
- button Filters
- products from the Catalog_1

","","1. Next elements are presented:
Top section: 
- breadcrumbs to a Category_1
- title of the Category_1
- amount of items presented on the page
- Sorting drop-down menu
- button Filters
- products from the Catalog_1

","","1. Open any Category
3. Check the page.","Other"
"","","","","","","","","","","
Step Description:
1. Scroll the page
Expected Result:
1. Infinity scrolling are shown","","1. Infinity scrolling are shown","","1. Scroll the page",""
"","","","","","","","","","","
Step Description:
1. Scroll till end of the products
Expected Result:
1. Notification that you have reached the end of the list shown","","1. Notification that you have reached the end of the list shown","","1. Scroll till end of the products",""
"C398722","Tab Navigation - Moving Focus Forward","","","Medium","Keyboard Navigation","1","https://www.browserstack.com/docs/accessibility/references/accessibility-checklist","Catalog page > Keyboard Navigation","","Step Description:
1. Load the webpage.
2. Press the `Tab` key repeatedly.
3. Observe the focus movement.
Expected Result:
The focus moves sequentially to the next interactive element in a logical and predictable order.
The focus indicator is visible.
No elements are skipped.","","The focus moves sequentially to the next interactive element in a logical and predictable order.
The focus indicator is visible.
No elements are skipped.","","1. Load the webpage.
2. Press the `Tab` key repeatedly.
3. Observe the focus movement.","Other"
"C398723","Shift + Tab Navigation - Moving Focus Backward","","","Medium","Keyboard Navigation","1","https://www.browserstack.com/docs/accessibility/references/accessibility-checklist","Catalog page > Keyboard Navigation","","Step Description:
1. Load the webpage.
2. Navigate to the last interactive element using `Tab`.
3. Press `Shift + Tab` repeatedly.
4. Observe the focus movement.
Expected Result:
The focus moves sequentially to the previous interactive element.
The focus indicator is visible.
No elements are skipped.","","The focus moves sequentially to the previous interactive element.
The focus indicator is visible.
No elements are skipped.","","1. Load the webpage.
2. Navigate to the last interactive element using `Tab`.
3. Press `Shift + Tab` repeatedly.
4. Observe the focus movement.","Other"
"C398724","Enter Key - Activating Buttons and Links","","","Medium","Keyboard Navigation","1","https://www.browserstack.com/docs/accessibility/references/accessibility-checklist","Catalog page > Keyboard Navigation","","Step Description:
1. Load the webpage.
2. Use `Tab` to navigate to a button.
3. Press `Enter` and observe the action.
4. Use `Tab` to navigate to a link.
5. Press `Enter` and observe the navigation.
Expected Result:
The button performs its intended action (e.g., form submission, modal opening, etc.).
The link navigates to the intended destination.","","The button performs its intended action (e.g., form submission, modal opening, etc.).
The link navigates to the intended destination.","","1. Load the webpage.
2. Use `Tab` to navigate to a button.
3. Press `Enter` and observe the action.
4. Use `Tab` to navigate to a link.
5. Press `Enter` and observe the navigation.","Other"
"C398725","Spacebar - Selecting Checkboxes and Radio Buttons","","","Medium","Keyboard Navigation","1","https://www.browserstack.com/docs/accessibility/references/accessibility-checklist","Catalog page > Keyboard Navigation","","Step Description:
1. Load the webpage.
2. Use `Tab` to navigate to an unchecked checkbox.
3. Press `Space` and observe the selection.
4. Use `Tab` to navigate to a radio button.
5. Press `Space` and observe the selection.
Expected Result:
The checkbox toggles between checked and unchecked states.
The radio button is selected and deselects other radio buttons in the same group.","","The checkbox toggles between checked and unchecked states.
The radio button is selected and deselects other radio buttons in the same group.","","1. Load the webpage.
2. Use `Tab` to navigate to an unchecked checkbox.
3. Press `Space` and observe the selection.
4. Use `Tab` to navigate to a radio button.
5. Press `Space` and observe the selection.","Other"
"C398726","Escape Key - Closing Dropdowns and Modals","","","Medium","Keyboard Navigation","1","https://www.browserstack.com/docs/accessibility/references/accessibility-checklist","Catalog page > Keyboard Navigation","","Step Description:
1. Load the webpage.
2. Open a dropdown menu using the keyboard or mouse.
3. Press `Esc` and observe the behavior.
4. Open a modal window.
5. Press `Esc` and observe the behavior.
Expected Result:
The dropdown menu should close.
The modal should close without affecting other page elements.","","The dropdown menu should close.
The modal should close without affecting other page elements.","","1. Load the webpage.
2. Open a dropdown menu using the keyboard or mouse.
3. Press `Esc` and observe the behavior.
4. Open a modal window.
5. Press `Esc` and observe the behavior.","Other"
"C398727","Visual Focus Indicator","","","Medium","Keyboard Navigation","1","https://www.browserstack.com/docs/accessibility/references/accessibility-checklist","Catalog page > Keyboard Navigation","","Step Description:
1. Load the webpage.
2. Use `Tab` to navigate through all interactive elements.
Expected Result:
A clear focus outline is visible.
The focus is not lost at any point.
Custom styling does not remove the focus indicator.","","A clear focus outline is visible.
The focus is not lost at any point.
Custom styling does not remove the focus indicator.","","1. Load the webpage.
2. Use `Tab` to navigate through all interactive elements.","Other"
"C389489","Catalog > Select category","https://virtowayqa.testrail.io/index.php?/attachments/get/1000002417, https://virtowayqa.testrail.io/index.php?/attachments/get/1000000492","","Medium","Category selector","0","","Category selector","","Step Description:
Select a category from the menu



 ![](index.php?/attachments/get/85f64637-d0bc-4ad3-bfe9-3dfdb515ef23) 

Expected Result:
1. On hover, the category is highlighted in grey color
2. The final selected(current) leaf should be bold
3. Breadcrumbs should reflect the category
4. Back arrow appears with the parent Category

----------------------------------------------------




 ![](index.php?/attachments/get/19cd599e-4fe7-4e8a-b972-43eebc3dc4eb) 


","","1. On hover, the category is highlighted in grey color
2. The final selected(current) leaf should be bold
3. Breadcrumbs should reflect the category
4. Back arrow appears with the parent Category

----------------------------------------------------




 ![](index.php?/attachments/get/19cd599e-4fe7-4e8a-b972-43eebc3dc4eb) 


","","Select a category from the menu



 ![](index.php?/attachments/get/85f64637-d0bc-4ad3-bfe9-3dfdb515ef23) 
","Other"
"","","","","","","","","","","
Step Description:
Select subcaregory1
Expected Result:
1. The subcategory1 with products is shown
2. The final selected(current) leaf should be bold
3. Breadcrumbs should reflect the category: Home/Catalog/Bolts/Carriage Bolts
4. Back arrow appears with the parent Category","","1. The subcategory1 with products is shown
2. The final selected(current) leaf should be bold
3. Breadcrumbs should reflect the category: Home/Catalog/Bolts/Carriage Bolts
4. Back arrow appears with the parent Category","","Select subcaregory1",""
"C389490","Catalog > Category URL prefix and breadcrumber","","","Medium","Category selector","0","","Category selector","","Step Description:
1. Go to the Admin environment - Stores - B2B store - Settings - SEO Links - set 'Short' URL view mode
2. Go to the store
3. Open the main Catalog_1
4. Check the URL prefix and breadcrumbs

Expected Result:
1. URL prefix  have next format: storename.com/flange-bolts
Breadcrumbers","","1. URL prefix  have next format: storename.com/flange-bolts
Breadcrumbers","","1. Go to the Admin environment - Stores - B2B store - Settings - SEO Links - set 'Short' URL view mode
2. Go to the store
3. Open the main Catalog_1
4. Check the URL prefix and breadcrumbs
","Other"
"","","","","","","","","","","
Step Description:
1. Go to the Admin environment - Stores - B2B store - Settings - SEO Links - set 'Long' URL view mode
2. Go to the store
3. Open main Category_1
4. Check the URL 

Expected Result:
1. URL have next format: 

storename.com/bolts/flange-bolts","","1. URL have next format: 

storename.com/bolts/flange-bolts","","1. Go to the Admin environment - Stores - B2B store - Settings - SEO Links - set 'Long' URL view mode
2. Go to the store
3. Open main Category_1
4. Check the URL 
",""
"","","","","","","","","","","
Step Description:
1. Check the URL of the Category_1 in the search results dropdown
Expected Result:
1. URL have a format for example: https://st-storefront.qa.govirto.com/category/3db665f7c95e46c3890c4a208d8af73d","","1. URL have a format for example: https://st-storefront.qa.govirto.com/category/3db665f7c95e46c3890c4a208d8af73d","","1. Check the URL of the Category_1 in the search results dropdown",""
"","","","","","","","","","","
Step Description:
1. Go to the Admin environment - Stores - B2B store - Settings - SEO Links - set 'None' URL view mode
2. Go to the store
3. Search the Category_1 by search block
Expected Result:
1. Name of the Category_1 displays in the dropdown search results","","1. Name of the Category_1 displays in the dropdown search results","","1. Go to the Admin environment - Stores - B2B store - Settings - SEO Links - set 'None' URL view mode
2. Go to the store
3. Search the Category_1 by search block",""
"","","","","","","","","","","
Step Description:
1. Check the URL of the Category_1 in the search results dropdown
Expected Result:
1. URL have a format for example: https://st-storefront.qa.govirto.com/category/3db665f7c95e46c3890c4a208d8af73d","","1. URL have a format for example: https://st-storefront.qa.govirto.com/category/3db665f7c95e46c3890c4a208d8af73d","","1. Check the URL of the Category_1 in the search results dropdown",""
"C389491","Category > Hide empty category > Visible = false","https://virtowayqa.testrail.io/index.php?/attachments/get/1000001979","","Medium","Category selector","0","","Category selector","","Step Description:
Go to the Admin site
Go to Catalog &gt; Open Category1
Set Visible = false
Save &gt; re-index category
Expected Result:
The category is displayed as inactive","","The category is displayed as inactive","","Go to the Admin site
Go to Catalog &gt; Open Category1
Set Visible = false
Save &gt; re-index category","Other"
"","","","","","","","","","","
Step Description:
Go to Storefront &gt; Catalog
Pay attention on category1



Expected Result:
The inactive category1 is not displayed in the  menu

  
","","The inactive category1 is not displayed in the  menu

  
","","Go to Storefront &gt; Catalog
Pay attention on category1


",""
"C389492","Category > Hide empty category > There is no products in category","https://virtowayqa.testrail.io/index.php?/attachments/get/1000001922, https://virtowayqa.testrail.io/index.php?/attachments/get/1000003509","","Medium","Category selector","0","","Category selector","","Step Description:
Go to the Catalog page
Pay attention to Category1 in the menu
Expected Result:
The category1 is not displayed in the category selector

 ![](index.php?/attachments/get/6b640ab0-ceaa-4c07-baab-f3ea03005f9f) 
","","The category1 is not displayed in the category selector

 ![](index.php?/attachments/get/6b640ab0-ceaa-4c07-baab-f3ea03005f9f) 
","","Go to the Catalog page
Pay attention to Category1 in the menu","Other"
"","","","","","","","","","","
Step Description:
Go to admin &gt; Catalog
Open Category1 &gt; Assign a product
Add price and inventory
Save

Open storefront &gt; Catalog
Pay attention to Category1 in the menu


Expected Result:
The category1 is displayed in the category selector


 ![](index.php?/attachments/get/c6f5cb1d-dfb1-4130-8a2b-9f125d0c5650) 
","","The category1 is displayed in the category selector


 ![](index.php?/attachments/get/c6f5cb1d-dfb1-4130-8a2b-9f125d0c5650) 
","","Go to admin &gt; Catalog
Open Category1 &gt; Assign a product
Add price and inventory
Save

Open storefront &gt; Catalog
Pay attention to Category1 in the menu

",""
"C389493","Category > Hide empty category > Products with 0 price or N/A","https://virtowayqa.testrail.io/index.php?/attachments/get/1000002823","","Medium","Category selector","0","","Category selector","","Step Description:
Go to the Catalog page
Pay attention to Category1 in the menu
Expected Result:
The category1 and Product are not displayed","","The category1 and Product are not displayed","","Go to the Catalog page
Pay attention to Category1 in the menu","Other"
"","","","","","","","","","","
Step Description:
Go to admin &gt; Catalog
Open Category1 &gt; Add price, ex. 1.00 USD
Save

Open storefront &gt; Catalog
Pay attention to Category1 in the menu

Open Category1


Expected Result:
The category1 and Product are displayed

 ![](index.php?/attachments/get/9bfe22c4-223c-4fa2-ba34-c493adb1fcca) 



","","The category1 and Product are displayed

 ![](index.php?/attachments/get/9bfe22c4-223c-4fa2-ba34-c493adb1fcca) 



","","Go to admin &gt; Catalog
Open Category1 &gt; Add price, ex. 1.00 USD
Save

Open storefront &gt; Catalog
Pay attention to Category1 in the menu

Open Category1

",""
"C389494","Category > Hide empty category > Product has price_usd = 1.00 and price_eur = 0","","","Medium","Category selector","0","","Category selector","","Step Description:
Go to the Catalog page
Pay attention to Category1 in the menu
Expected Result:
The category1 and Product are displayed","","The category1 and Product are displayed","","Go to the Catalog page
Pay attention to Category1 in the menu","Other"
"","","","","","","","","","","
Step Description:
Switch currencyCode = EUR
Pay attention to Category1 in the menu

Expected Result:
The category1 and Product are not displayed","","The category1 and Product are not displayed","","Switch currencyCode = EUR
Pay attention to Category1 in the menu
",""
"C389473","Available at branches > View > Desktop","","","Medium","Branch availability > Category page","0","","Branch availability > Category page","","Step Description:
1. Go to Catalog
2. Open any Category first time



Expected Result:
Checkbox “Available at branches” is displayed on the top of the products list. 
Checkbox “Available at branches” unselected by default

 
","","Checkbox “Available at branches” is displayed on the top of the products list. 
Checkbox “Available at branches” unselected by default

 
","","1. Go to Catalog
2. Open any Category first time


","Other"
"","","","","","","","","","","
Step Description:
Click on the checkbox “Available at branches”
Expected Result:
Pop-up """"Select branch"""" appears. The button OK is disabled by default. The button Cancel is active.","","Pop-up ""Select branch"" appears. The button OK is disabled by default. The button Cancel is active.","","Click on the checkbox “Available at branches”",""
"","","","","","","","","","","
Step Description:
Click on Cross or Cancel
Expected Result:
Pop-up is closed. Branch is not selected","","Pop-up is closed. Branch is not selected","","Click on Cross or Cancel",""
"C389474","Available at branches > View > Mobile","","","Medium","Branch availability > Category page","0","","Branch availability > Category page","","Step Description:
1. Go to Catalog
2. Open any Category first time
3. Tap on Filters



Expected Result:
Checkbox “Available at branches” is displayed
Checkbox “Available at branches” unselected by default  
","","Checkbox “Available at branches” is displayed
Checkbox “Available at branches” unselected by default  
","","1. Go to Catalog
2. Open any Category first time
3. Tap on Filters


","Other"
"","","","","","","","","","","
Step Description:
Click on the checkbox “Available at branches”
Expected Result:
Pop-up """"Select branch"""" appears. The button OK is disabled by default. The button Cancel is active.","","Pop-up ""Select branch"" appears. The button OK is disabled by default. The button Cancel is active.","","Click on the checkbox “Available at branches”",""
"","","","","","","","","","","
Step Description:
Click on Cross or Cancel
Expected Result:
Pop-up is closed. A branch is not selected","","Pop-up is closed. A branch is not selected","","Click on Cross or Cancel",""
"C389475","Available at branches > Pop-up Select Branch","","","Medium","Branch availability > Category page","0","","Branch availability > Category page","","Step Description:
Click on the checkbox """"Available at branches"""" 
Check the pop-up
Expected Result:
Pop-up """"Select branch"""" appears
- In popup list of branches is sorted alphabetically by name 
- The user sees only 6 first branches. 
- Scroll is appears
- The Search field is displayed
- Buttons: Cancel and OK

","","Pop-up ""Select branch"" appears
- In popup list of branches is sorted alphabetically by name 
- The user sees only 6 first branches. 
- Scroll is appears
- The Search field is displayed
- Buttons: Cancel and OK

","","Click on the checkbox ""Available at branches"" 
Check the pop-up","Other"
"","","","","","","","","","","
Step Description:
Try hovering over the branches
Expected Result:
The cursor changes to pointer","","The cursor changes to pointer","","Try hovering over the branches",""
"C389476","Available at branches > Search","","","Medium","Branch availability > Category page","0","","Branch availability > Category page","","Step Description:
Check the Search field in the pop-up """"Select branch""""
Expected Result:
Placeholder “Search by name and address“","","Placeholder “Search by name and address“","","Check the Search field in the pop-up ""Select branch""","Other"
"","","","","","","","","","","
Step Description:
Try to type **Address** for Branch1
Expected Result:
Search on the fly. Appropriate Branches have appeared","","Search on the fly. Appropriate Branches have appeared","","Try to type **Address** for Branch1",""
"","","","","","","","","","","
Step Description:
Clear the Search field
Try to type **City**

Expected Result:
Search on the fly. Appropriate Branches have appeared","","Search on the fly. Appropriate Branches have appeared","","Clear the Search field
Try to type **City**
",""
"","","","","","","","","","","
Step Description:
Clear the Search field
Try to type **Country**
Expected Result:
Search on the fly. Appropriate Branches have appeared","","Search on the fly. Appropriate Branches have appeared","","Clear the Search field
Try to type **Country**",""
"","","","","","","","","","","
Step Description:
Clear the Search field
Try to type **Zip Code**
Expected Result:
Search on the fly. Appropriate Branches have appeared","","Search on the fly. Appropriate Branches have appeared","","Clear the Search field
Try to type **Zip Code**",""
"","","","","","","","","","","
Step Description:
Clear the Search field
Try to type **Branch name**
Expected Result:
Search on the fly. Appropriate Branches have appeared","","Search on the fly. Appropriate Branches have appeared","","Clear the Search field
Try to type **Branch name**",""
"","","","","","","","","","","
Step Description:
Clear the Search field
Try to type invalid data
Expected Result:
The text is displayed """"No result found"""" and the button """"Reset Search""""","","The text is displayed ""No result found"" and the button ""Reset Search""","","Clear the Search field
Try to type invalid data",""
"C389477","Available at branches > Clear Selection","","","Medium","Branch availability > Category page","0","","Branch availability > Category page","","Step Description:
Click on the checkbox near any Branch from the list
Expected Result:
The “Selected branches” part appears on the right with the selected branch in it.
Clear Selection with icon has appeared.","","The “Selected branches” part appears on the right with the selected branch in it.
Clear Selection with icon has appeared.","","Click on the checkbox near any Branch from the list","Other"
"","","","","","","","","","","
Step Description:
Click the “Clear Selection” link
Expected Result:
The right part is removed. The user sees the initial popup","","The right part is removed. The user sees the initial popup","","Click the “Clear Selection” link",""
"C389478","Available at branches > Select branch > Desktop","","","Medium","Branch availability > Category page","0","","Branch availability > Category page","","Step Description:
Checkbox “Availability at branches” displays &gt; Click 
Expected Result:
Popup “Select branch“ appears","","Popup “Select branch“ appears","","Checkbox “Availability at branches” displays &gt; Click ","Other"
"","","","","","","","","","","
Step Description:
Select one Branch from the list
Expected Result:
The “Selected branches” part appears on the right with the selected branch in it. 
Clear selection with icon has appeared
The button OK is active

  
","","The “Selected branches” part appears on the right with the selected branch in it. 
Clear selection with icon has appeared
The button OK is active

  
","","Select one Branch from the list",""
"","","","","","","","","","","
Step Description:
Click on Branch title
Expected Result:
""""The branch info page"""" is opened in a new tab with details","","""The branch info page"" is opened in a new tab with details","","Click on Branch title",""
"","","","","","","","","","","
Step Description:
Close the tab """"Branch info page""""
Click on OK
Expected Result:
Pop-up is closed
The checkbox is selected and """"Available at 1 branch"""" has appeared","","Pop-up is closed
The checkbox is selected and ""Available at 1 branch"" has appeared","","Close the tab ""Branch info page""
Click on OK",""
"C389479","Available at branches > Select branch > Mobile","https://virtowayqa.testrail.io/index.php?/attachments/get/1000002396","","Medium","Branch availability > Category page","0","","Branch availability > Category page","","Step Description:
Tap on filters



Expected Result:
Checkbox “Available at branches” is displayed in the filters block with description text: 
“Select to pickup branch to see the products that are in stock now“


","","Checkbox “Available at branches” is displayed in the filters block with description text: 
“Select to pickup branch to see the products that are in stock now“


","","Tap on filters


","Other"
"","","","","","","","","","","
Step Description:
Tap on the checkbox """"Available at branches""""
Expected Result:
Popup “Select branch“ appears
List of branches is sorted alphabetically by name
The user sees only 6 first branches
Scroll is available
","","Popup “Select branch“ appears
List of branches is sorted alphabetically by name
The user sees only 6 first branches
Scroll is available
","","Tap on the checkbox ""Available at branches""",""
"","","","","","","","","","","
Step Description:
Select one Branch from the list
Expected Result:
- The “Selected branches” link appears on the top of popup at right
- The selected branch stays selected in the “All branches part“
- The “Selected branches” part contains the “Clear selection” link and Counter of selected branches

The button OK is active

![](index.php?/attachments/get/847fa9d8-eea2-49f1-9dea-6ad58ed7b8cc)  
   
","","- The “Selected branches” link appears on the top of popup at right
- The selected branch stays selected in the “All branches part“
- The “Selected branches” part contains the “Clear selection” link and Counter of selected branches

The button OK is active

![](index.php?/attachments/get/847fa9d8-eea2-49f1-9dea-6ad58ed7b8cc)  
   
","","Select one Branch from the list",""
"","","","","","","","","","","
Step Description:
Click on Branch title
Expected Result:
""""The branch info page"""" is opened in a new tab with details","","""The branch info page"" is opened in a new tab with details","","Click on Branch title",""
"","","","","","","","","","","
Step Description:
Close the tab """"Branch info page""""
Click on OK &gt; Apply
Expected Result:
Pop-up is closed
The checkbox is selected and """"Available at 1 branch"""" has appeared
Only products which are available in the selected branch are displayed
","","Pop-up is closed
The checkbox is selected and ""Available at 1 branch"" has appeared
Only products which are available in the selected branch are displayed
","","Close the tab ""Branch info page""
Click on OK &gt; Apply",""
"C389480","Available at branches > Count of Selected Branches","https://virtowayqa.testrail.io/index.php?/attachments/get/1000003437","","Medium","Branch availability > Category page","0","","Branch availability > Category page","","Step Description:
Select 1 branch &gt; OK
Expected Result:
Pop-up is closed
The checkbox is selected and """"Available at 1 branch"""" has appeared
Only products which are available in the selected branch are displayed on the Category page.","","Pop-up is closed
The checkbox is selected and ""Available at 1 branch"" has appeared
Only products which are available in the selected branch are displayed on the Category page.","","Select 1 branch &gt; OK","Other"
"","","","","","","","","","","
Step Description:
Click on the link 1 branch

![](index.php?/attachments/get/c14e93d0-f597-48c7-a13e-3e50d316ad43)   

Expected Result:
Pop-up with list of all available branches and already selected branches are shown
The button OK disabled

","","Pop-up with list of all available branches and already selected branches are shown
The button OK disabled

","","Click on the link 1 branch

![](index.php?/attachments/get/c14e93d0-f597-48c7-a13e-3e50d316ad43)   
",""
"","","","","","","","","","","
Step Description:
Select one more branch from the list on the left
Click OK
Expected Result:
The branch is selected and appeared on the right side.
Pop-up is closed
The count of branches increases by 1
Only products which are available in the selected branch are displayed on the Category page.

","","The branch is selected and appeared on the right side.
Pop-up is closed
The count of branches increases by 1
Only products which are available in the selected branch are displayed on the Category page.

","","Select one more branch from the list on the left
Click OK",""
"","","","","","","","","","","
Step Description:
Click on the link # branches
Click on the checkbox near Selected Branch on the right
Click OK



Expected Result:
The branch is removed from the Selected branches list and appeared on the left side.
Pop-up is closed
The count of branches decreases by 1
Only products which are available in the selected branch are displayed on the Category page.
","","The branch is removed from the Selected branches list and appeared on the left side.
Pop-up is closed
The count of branches decreases by 1
Only products which are available in the selected branch are displayed on the Category page.
","","Click on the link # branches
Click on the checkbox near Selected Branch on the right
Click OK


",""
